;Date;Artiste;Titre;Audio
296;19/01/2018;Camila Cabello feat. Young Thug;Havana;https://p.scdn.co/mp3-preview/49653dbbec996f228cb6edc046d318cd5a249ee6?cid=4d3bffd173c84f21ab47981ba6cd15f8
297;23/03/2018,06/04/2018;Lartiste feat. Caroliina;Mafiosa;https://p.scdn.co/mp3-preview/2700a0f31286f2c52f8b0d8ede00272a8ea14721?cid=4d3bffd173c84f21ab47981ba6cd15f8
298;30/03/2018;Maître Gims & Vianney;La Même;https://p.scdn.co/mp3-preview/8de5a96b53e018f279f2bfb5d02c4b58415714fe?cid=4d3bffd173c84f21ab47981ba6cd15f8
299;11/05/2018;Aya Nakamura;Djadja;https://p.scdn.co/mp3-preview/730c682fe459a496867e5023c6a4447341aad502?cid=4d3bffd173c84f21ab47981ba6cd15f8
300;29/06/2018;PNL;À l'ammoniaque;https://p.scdn.co/mp3-preview/de6ce55cf7bf5b28550555f99c97bd78e4f40036?cid=4d3bffd173c84f21ab47981ba6cd15f8
301;20/07/2018;Jul;Toto et Ninetta;https://p.scdn.co/mp3-preview/dcc6f10fe86406dafdad6642d4447df319b13d86?cid=4d3bffd173c84f21ab47981ba6cd15f8
302;17/08/2018;PNL;91's;https://p.scdn.co/mp3-preview/8f1272ad62874b264b953041418f3ac2a43f10ba?cid=4d3bffd173c84f21ab47981ba6cd15f8
303;09/11/2018;Aya Nakamura;Copines;https://p.scdn.co/mp3-preview/65e4e90b1686702ef944ca8e0038ec126d92166d?cid=4d3bffd173c84f21ab47981ba6cd15f8
304;23/11/2018;Orelsan feat. Damso;Rêves bizarres;https://p.scdn.co/mp3-preview/d390b9e62c821f9ec4bc583543a39aef7439ca0d?cid=4d3bffd173c84f21ab47981ba6cd15f8
305;14/12/2018;Lomepal;Trop beau;https://p.scdn.co/mp3-preview/a71d82d8d59fe2f7945454e4c677318ab2149167?cid=4d3bffd173c84f21ab47981ba6cd15f8
306;28/12/2018;Mariah Carey;All I Want for Christmas Is You;https://p.scdn.co/mp3-preview/6b1557cd25d543940a3decd85a7bf2bc136c51f8?cid=4d3bffd173c84f21ab47981ba6cd15f8
307;25/01/2019;Eva feat. Lartiste;On Fleek;https://p.scdn.co/mp3-preview/396143fee661eae36d27122339556b7e7a42fd03?cid=4d3bffd173c84f21ab47981ba6cd15f8
308;08/02/2019;Heuss l'Enfoiré feat. Sofiane;Khapta;https://p.scdn.co/mp3-preview/ac02b4d69b7591a83bdad9e37ceb2cf5fe58f3cc?cid=4d3bffd173c84f21ab47981ba6cd15f8
309;01/03/2019;Ninho;Goutte d'eau;https://p.scdn.co/mp3-preview/9ac3e714a0c4bc8f1ac6c15780c6365a2e36aa69?cid=4d3bffd173c84f21ab47981ba6cd15f8
310;29/03/2019;PNL;Au DD;https://p.scdn.co/mp3-preview/0ccdcf921a809437947bf400f19e8cd08f80b37a?cid=4d3bffd173c84f21ab47981ba6cd15f8
311;31/05/2019,28/06/2019,09/08/2019;Lil Nas X;Old Town Road;https://p.scdn.co/mp3-preview/c9de05440773961287640cae5ee1fc128d74c11f?cid=4d3bffd173c84f21ab47981ba6cd15f8
312;16/08/2019;Moha La Squale;Ma belle;https://p.scdn.co/mp3-preview/a698a78ed007b62c29a83ea8625cd5b6c9133484?cid=4d3bffd173c84f21ab47981ba6cd15f8
313;20/09/2019;PLK;Un peu de haine;https://p.scdn.co/mp3-preview/7c994657e60b4d893784530e0bffeba258fe5c0f?cid=4d3bffd173c84f21ab47981ba6cd15f8
314;27/09/2019;Gambi;Hé oh;https://p.scdn.co/mp3-preview/f2850fee6d0da8b2df157f53844ea656981db1e6?cid=4d3bffd173c84f21ab47981ba6cd15f8
315;11/10/2019;Gambi;Popopop;https://p.scdn.co/mp3-preview/796d60e386f4eb4ecc4c2d8967a482f9468156f8?cid=4d3bffd173c84f21ab47981ba6cd15f8
316;15/11/2019;Tones and I;Dance Monkey;https://p.scdn.co/mp3-preview/d03d7e46e89547f5a1994483f27e221c8de1f5c5?cid=4d3bffd173c84f21ab47981ba6cd15f8
317;24/01/2020;Gambi feat. Heuss l'Enfoiré;Dans l'espace;https://p.scdn.co/mp3-preview/694929971787010786d99b2f0cc4b1d9a99f4835?cid=4d3bffd173c84f21ab47981ba6cd15f8
318;28/02/2020;Naps feat. Ninho;6.3;https://p.scdn.co/mp3-preview/afd7fb4c5ccef47c5c49542f8ba2b83559a6fb00?cid=4d3bffd173c84f21ab47981ba6cd15f8
319;13/03/2020;Ninho;Lettre à une femme;https://p.scdn.co/mp3-preview/bc463e6417cedb8dfa9563148d63cbb488f77132?cid=4d3bffd173c84f21ab47981ba6cd15f8
320;12/06/2020;Bosh;Djomb;https://p.scdn.co/mp3-preview/f2db653d2355c2b22bdf4e1847f35ef3a638cd64?cid=4d3bffd173c84f21ab47981ba6cd15f8
321;24/07/2020;Aya Nakamura;Jolie Nana;https://p.scdn.co/mp3-preview/e4ba638dc74b180303592ac07950018d31bdd3cc?cid=4d3bffd173c84f21ab47981ba6cd15f8
322;21/08/2020;SCH & Kofs & Jul & Naps & Soso Maness & Elams & Solda & Houari;Bande organisée;https://p.scdn.co/mp3-preview/4b1d6d052cab6d0957b9fa4e29b438795f94ddc4?cid=4d3bffd173c84f21ab47981ba6cd15f8
323;20/11/2020;Aya Nakamura feat. Stormzy;Plus jamais;https://p.scdn.co/mp3-preview/acbce7d73a590fdc7afc9d64fc78e7af8b081a1f?cid=4d3bffd173c84f21ab47981ba6cd15f8
324;27/11/2020;Zola feat. SCH;9 1 1 3;https://p.scdn.co/mp3-preview/36996c598ae047d456aab1129789a5173176b816?cid=4d3bffd173c84f21ab47981ba6cd15f8
325;11/12/2020,08/01/2021,19/02/2021;Dua Lipa feat. Angèle;Fever;https://p.scdn.co/mp3-preview/8bc5e53c711b522a7009b3784263f17c75d1c0c8?cid=4d3bffd173c84f21ab47981ba6cd15f8
326;18/12/2020;Jul & SCH;Mother fuck;https://p.scdn.co/mp3-preview/6f84771a1636ff52b401b30a4e6f7834c2a7fdae?cid=4d3bffd173c84f21ab47981ba6cd15f8
327;12/02/2021;SCH;Marché noir;https://p.scdn.co/mp3-preview/d4e4b74ee78845752b670d9b274b15c653eacad7?cid=4d3bffd173c84f21ab47981ba6cd15f8
328;05/03/2021;Tayc;Le Temps;https://p.scdn.co/mp3-preview/7e7f2cc3f8d1b2e90389c6036bfef1337930ad80?cid=4d3bffd173c84f21ab47981ba6cd15f8
329;26/03/2021;SCH feat. Freeze Corleone;Mannschaft;https://p.scdn.co/mp3-preview/032e60abd6d510e53795834405ec02948fea881e?cid=4d3bffd173c84f21ab47981ba6cd15f8
330;02/04/2021;Moha K;Vroum Vroum;https://p.scdn.co/mp3-preview/d4023ac74d566c43b6497e5f21538aad6e21f7a2?cid=4d3bffd173c84f21ab47981ba6cd15f8
331;09/04/2021;Lil Nas X;Montero (Call Me by Your Name);https://p.scdn.co/mp3-preview/6d0edb4a3a0061ad162b279081c3f573e9d0dd40?cid=4d3bffd173c84f21ab47981ba6cd15f8
332;30/04/2021,14/05/2021,23/07/2021;Naps;La Kiffance;https://p.scdn.co/mp3-preview/a9150f42a785368c73bf64e47258ffe69981e67c?cid=4d3bffd173c84f21ab47981ba6cd15f8
333;11/06/2021;Soso Maness;Petrouchka;https://p.scdn.co/mp3-preview/b5b0ea9464197ca4200d0c5ebebb69e50d28a700?cid=4d3bffd173c84f21ab47981ba6cd15f8
334;27/08/2021;Oboy;TDB;https://p.scdn.co/mp3-preview/a9c1fe3a5ff0c95d872f2d3d75c9ebc9d9f43164?cid=4d3bffd173c84f21ab47981ba6cd15f8
335;18/06/2005;Crazy Frog;Axel F;https://p.scdn.co/mp3-preview/e674a4d68ae68fa48b5a6b9eb22d000e7cb2df84?cid=4d3bffd173c84f21ab47981ba6cd15f8
336;16/07/2005;James Blunt;You're Beautiful;https://p.scdn.co/mp3-preview/98c6db960673dd8b3ea13eb082ae6c25679600ce?cid=4d3bffd173c84f21ab47981ba6cd15f8
337;10/09/2005;DHT feat. Edmée;Listen to Your Heart;https://p.scdn.co/mp3-preview/be60774c9b89696983b6fc022a612b345f5d05cb?cid=4d3bffd173c84f21ab47981ba6cd15f8
338;24/09/2005;Raphael;Caravane;https://p.scdn.co/mp3-preview/aba5c56f655fba038d10dd6823e631260f8f2af4?cid=4d3bffd173c84f21ab47981ba6cd15f8
339;01/10/2005;Crazy Frog;Popcorn;https://p.scdn.co/mp3-preview/39bf725adf7ee8536c1ce5f55be3c14dea581b18?cid=4d3bffd173c84f21ab47981ba6cd15f8
340;08/10/2005;Bob Sinclar feat. Gary Pine;Love Generation;https://p.scdn.co/mp3-preview/e2cb227b9d66ab83ef98012a536b33f0abff289d?cid=4d3bffd173c84f21ab47981ba6cd15f8
341;29/10/2005;Madonna;Hung Up;https://p.scdn.co/mp3-preview/dffaf6d378f42c2ec6311d17fadc5fc26eb84bf8?cid=4d3bffd173c84f21ab47981ba6cd15f8
342;01/04/2006;Les Enfoirés;Le Temps qui court;https://p.scdn.co/mp3-preview/9eccb8581723d1e466a68be14f84ae301f44b2d8?cid=4d3bffd173c84f21ab47981ba6cd15f8
343;29/04/2006;Shakira feat. Wyclef Jean;Hips Don't Lie;https://p.scdn.co/mp3-preview/374b492571c9ba59c2c4b455ab79ee7501adab93?cid=4d3bffd173c84f21ab47981ba6cd15f8
344;24/06/2006,19/09/2006;Gnarls Barkley;Crazy;https://p.scdn.co/mp3-preview/3d23901a1b268fa45dd67e663376cec97ff8c9b2?cid=4d3bffd173c84f21ab47981ba6cd15f8
345;26/08/2006,23/09/2006;Bob Sinclar & Cutee B feat. Dollarman & Big Ali & Makedah;Rock This Party (Everybody Dance Now);https://p.scdn.co/mp3-preview/d29e2e739899dcd7ccecdf08a46d79f3abd09e1b?cid=4d3bffd173c84f21ab47981ba6cd15f8
346;30/09/2006;Moby & Mylène Farmer;Slipping Away (Crier la vie);https://p.scdn.co/mp3-preview/251f0ed39ec7e05cbb01737f0526378ca5acd31c?cid=4d3bffd173c84f21ab47981ba6cd15f8
347;28/10/2006;Cascada;Everytime We Touch;https://p.scdn.co/mp3-preview/5c620922d3b2422a7143f75d5d143a48ab2910b7?cid=4d3bffd173c84f21ab47981ba6cd15f8
348;18/11/2006;Fatal Bazooka;Fous ta cagoule;https://p.scdn.co/mp3-preview/430402fb22fd6d348c3bb17024356b757b5caa74?cid=4d3bffd173c84f21ab47981ba6cd15f8
349;10/02/2007;Fatal Bazooka feat. Vitoo;Mauvaise foi nocturne (La réponse);https://p.scdn.co/mp3-preview/e89fce8b030e245a0a934bfd38e192304c9d0711?cid=4d3bffd173c84f21ab47981ba6cd15f8
350;21/04/2007,02/06/2007,14/07/2007;Christophe Willem;Double je;https://p.scdn.co/mp3-preview/2e58debbb57f7c35a545cd7ddba98e38d14d40f3?cid=4d3bffd173c84f21ab47981ba6cd15f8
351;18/08/2007;Julien Doré;Moi... Lolita;https://p.scdn.co/mp3-preview/1fc2f6cefcddd6c85bbc42b0ba2a2e77201b80f1?cid=4d3bffd173c84f21ab47981ba6cd15f8
352;15/12/2007;Yael Naim;New Soul;https://p.scdn.co/mp3-preview/3300612c1b50b9e9200ec986c89bbcf37582068b?cid=4d3bffd173c84f21ab47981ba6cd15f8
353;22/03/2008;Jeff Buckley;Hallelujah;https://p.scdn.co/mp3-preview/b2267deb319eac11b93d8544ae7c714c16ca1959?cid=4d3bffd173c84f21ab47981ba6cd15f8
354;29/03/2008,19/04/2008;Madonna & Justin Timberlake feat. Timbaland;4 Minutes;https://p.scdn.co/mp3-preview/57e975c1cc003797ed03390474ce9e345e20e031?cid=4d3bffd173c84f21ab47981ba6cd15f8
355;17/05/2008,28/06/2008,12/07/2008;Estelle feat. Kanye West;American Boy;https://p.scdn.co/mp3-preview/39f6832084db2b99a4145bae818f918e6531d067?cid=4d3bffd173c84f21ab47981ba6cd15f8
356;21/06/2008;Mylène Farmer;Dégénération;https://p.scdn.co/mp3-preview/b5bf1fdbe822b14231788b917f69379c91fd6312?cid=4d3bffd173c84f21ab47981ba6cd15f8
357;05/07/2008;Quentin Mosimann;Cherchez le garçon;https://p.scdn.co/mp3-preview/bee5cf8e6a89f53c216c85ede32843e76dd1787b?cid=4d3bffd173c84f21ab47981ba6cd15f8
358;09/08/2008,23/08/2008,04/10/2008;Madcon;Beggin';https://p.scdn.co/mp3-preview/6df5d88c2f3f69314e8f38a5e5a68d4636fce118?cid=4d3bffd173c84f21ab47981ba6cd15f8
359;27/09/2008,25/10/2008;Grégoire;Toi + Moi;https://p.scdn.co/mp3-preview/a2ac6508fab2fab30b6784bbb21aed57b40fd442?cid=4d3bffd173c84f21ab47981ba6cd15f8
360;18/10/2008;Guru Josh Project;Infinity 2008 (Klaas remix);https://p.scdn.co/mp3-preview/a449f9c959fae57299605586a448a206a0efdb68?cid=4d3bffd173c84f21ab47981ba6cd15f8
361;29/11/2008;Britney Spears;Womanizer;https://p.scdn.co/mp3-preview/b6b0fb78b1205317fc8170a1ba6040f5cc57ec85?cid=4d3bffd173c84f21ab47981ba6cd15f8
362;27/12/2008;Jason Mraz;I'm Yours;https://p.scdn.co/mp3-preview/0952568e496914bb61383588ac417ec70abefc1d?cid=4d3bffd173c84f21ab47981ba6cd15f8
363;18/01/2009;Mikelangelo Loconte;Tatoue-moi;https://p.scdn.co/mp3-preview/ee16df6ee9d0fae585b275eb1786da2d66bc6b31?cid=4d3bffd173c84f21ab47981ba6cd15f8
364;01/03/2009;Pep's;Liberta;https://p.scdn.co/mp3-preview/df84503f66ee8fdf9d6c58d353df14869613c671?cid=4d3bffd173c84f21ab47981ba6cd15f8
365;08/03/2009;Les Enfoirés;Ici les Enfoirés;https://p.scdn.co/mp3-preview/93b14bf2aa0f19f49faa48e4bfe04b5fb6bfc105?cid=4d3bffd173c84f21ab47981ba6cd15f8
366;05/04/2009;Helmut Fritz;Ça m'énerve;https://p.scdn.co/mp3-preview/c65c638d2181d691852a38db9fed1435d062dad1?cid=4d3bffd173c84f21ab47981ba6cd15f8
367;28/06/2009;Michael Jackson;Billie Jean;https://p.scdn.co/mp3-preview/0f6b8a3524ec410020457da4cdd7717f9addce2f?cid=4d3bffd173c84f21ab47981ba6cd15f8
368;12/07/2009;Pitbull;I Know You Want Me (Calle Ocho);https://p.scdn.co/mp3-preview/795616a1bb69dee8d4b3a3c66860f807ef76069f?cid=4d3bffd173c84f21ab47981ba6cd15f8
369;09/08/2009;Tom Frager & Gwayav';Lady Melody;https://p.scdn.co/mp3-preview/4b960804e62b55c6fa0644fb1d690033aa12e5bb?cid=4d3bffd173c84f21ab47981ba6cd15f8
370;23/08/2009;David Guetta feat. Akon;Sexy Bitch;https://p.scdn.co/mp3-preview/f11a157b92dc1379052822e88e75f5f5d5b248a9?cid=4d3bffd173c84f21ab47981ba6cd15f8
371;22/11/2009;Edward Maya & Vika Jigulina;Stereo Love;https://p.scdn.co/mp3-preview/f698c2ab6ec2a962a5485189bb307a6512dfe41f?cid=4d3bffd173c84f21ab47981ba6cd15f8
372;17/01/2009;Ke$ha;Tik Tok;https://p.scdn.co/mp3-preview/ea95bec21bd6c4979cc91f5d5528b533d879905c?cid=4d3bffd173c84f21ab47981ba6cd15f8
373;18/04/2010,02/05/2010;Sexion d'assaut;Désolé;https://p.scdn.co/mp3-preview/b1cfea36f84610de4293113d858b479dfc2801e2?cid=4d3bffd173c84f21ab47981ba6cd15f8
374;20/06/2010,29/08/2010,26/09/2010;Shakira feat. Freshlyground;Waka Waka (This Time for Africa);https://p.scdn.co/mp3-preview/4d583a07a0ae880aed54efdda211d0440d445c0d?cid=4d3bffd173c84f21ab47981ba6cd15f8
375;15/08/2010;René la Taupe;Mignon, Mignon;https://p.scdn.co/mp3-preview/93f7274b1f75d3c2fa427b5c8b8bd617576aa4da?cid=4d3bffd173c84f21ab47981ba6cd15f8
376;05/09/2010;Yolanda Be Cool & DCUP;We No Speak Americano;https://p.scdn.co/mp3-preview/fa80611fb800a15777628774d3551da8eaaac00f?cid=4d3bffd173c84f21ab47981ba6cd15f8
377;17/10/2010;Mylène Farmer;Oui mais... non;https://p.scdn.co/mp3-preview/6df6997fa8b3bed06e1f219cf9852eb7721c5201?cid=4d3bffd173c84f21ab47981ba6cd15f8
378;24/10/2010;Shakira feat. Dizzee Rascal / El Cata;Loca;https://p.scdn.co/mp3-preview/dd35a78fbf91334612763ce6747fa890b7cb94fd?cid=4d3bffd173c84f21ab47981ba6cd15f8
379;09/01/2011;Israel Kamakawiwoʻole;Over the Rainbow;https://p.scdn.co/mp3-preview/2b0ebc854ece09122c1918aeff6af258493defe9?cid=4d3bffd173c84f21ab47981ba6cd15f8
380;07/09/2014;Lilly Wood and the Prick & Robin Schulz;Prayer in C (Robin Schulz remix);https://p.scdn.co/mp3-preview/3861e0df7a3355a6daab1f5382f25aa0e3a52b66?cid=4d3bffd173c84f21ab47981ba6cd15f8
381;16/11/2014;David Guetta feat. Sam Martin;Dangerous;https://p.scdn.co/mp3-preview/ccca4ab9f2382d3626c845d4334d34cbcb51bed2?cid=4d3bffd173c84f21ab47981ba6cd15f8
382;04/01/2015;Mark Ronson feat. Bruno Mars;Uptown Funk;https://p.scdn.co/mp3-preview/3074e956e6794c0eadea660b9cef671db6b27234?cid=4d3bffd173c84f21ab47981ba6cd15f8
383;29/03/2015;OMI;Cheerleader (Felix Jaehn remix);https://p.scdn.co/mp3-preview/9ef1666d9a28af2e8e531754e1804c736a8e6cec?cid=4d3bffd173c84f21ab47981ba6cd15f8
384;12/04/2015;Major Lazer & DJ Snake feat. MØ;Lean On;https://p.scdn.co/mp3-preview/039c2c517a8efc31d328810505683c977def6f17?cid=4d3bffd173c84f21ab47981ba6cd15f8
385;30/08/2015;Nicky Jam & Enrique Iglesias;El perdón;https://p.scdn.co/mp3-preview/9aab246764425357825f70418e2e37435ea9c846?cid=4d3bffd173c84f21ab47981ba6cd15f8
386;25/10/2015,08/11/2015,20/12/2015;Maître Gims feat. Niska;Sapés comme jamais;https://p.scdn.co/mp3-preview/d8328b85a6d742894c63a0c1181dbbabedc59bb0?cid=4d3bffd173c84f21ab47981ba6cd15f8
387;01/11/2015;Adele;Hello;https://p.scdn.co/mp3-preview/27069a2e4ff7be549a241052b7e3233ac835e1f6?cid=4d3bffd173c84f21ab47981ba6cd15f8
388;06/12/2015;Jul;En Y;https://p.scdn.co/mp3-preview/3f9d1181a834801549e8f979a858a3907878111a?cid=4d3bffd173c84f21ab47981ba6cd15f8
389;13/12/2015,08/01/2016;Jul;Amnésia;https://p.scdn.co/mp3-preview/47a2058880a9da52445397a3265015868b0f3cdc?cid=4d3bffd173c84f21ab47981ba6cd15f8
390;29/01/2016;Yall feat. Gabriela Richardson;Hundred Miles;https://p.scdn.co/mp3-preview/f209bb6586c166495f8ca057f46f81441331f66f?cid=4d3bffd173c84f21ab47981ba6cd15f8
391;19/02/2016;Rihanna feat. Drake;Work;https://p.scdn.co/mp3-preview/d3575ee3d96b3fd55ebfc9efe6de1192e6575d99?cid=4d3bffd173c84f21ab47981ba6cd15f8
392;18/03/2016;Alan Walker feat. Iselin Solheim;Faded;https://p.scdn.co/mp3-preview/dd79198f4b4c43aef9c8e8e1c4708a402862dd0e?cid=4d3bffd173c84f21ab47981ba6cd15f8
393;22/04/2016;Sia feat. Sean Paul;Cheap Thrills;https://p.scdn.co/mp3-preview/53e655b23ff45074ee11cae3c9f2ddb7d285d3e3?cid=4d3bffd173c84f21ab47981ba6cd15f8
394;29/04/2016;Drake feat. Wizkid & Kyla;One Dance;https://p.scdn.co/mp3-preview/5a8e025c2a69bd5af494fd8b5772b429a76ca936?cid=4d3bffd173c84f21ab47981ba6cd15f8
395;23/09/2016;PNL;Naha;https://p.scdn.co/mp3-preview/1daf7f1807a72a961ea3ff0b78dfaa959d7d9755?cid=4d3bffd173c84f21ab47981ba6cd15f8
396;30/09/2016;Jul;Tchikita;https://p.scdn.co/mp3-preview/5f77d86fcfaf4ce8a8b5c316a8b5914bfb1bc03b?cid=4d3bffd173c84f21ab47981ba6cd15f8
397;18/11/2016;PNL;Onizuka;https://p.scdn.co/mp3-preview/f2f0071d19e91cf9176dc94c31a2545fa589077b?cid=4d3bffd173c84f21ab47981ba6cd15f8
